1960.99102791585,9000.996612476185
1924.261159551363,8985.218942169042
1889.2508390156727,8965.9193567146
1856.5459534836446,8942.931114198158
1826.6756045122565,8916.34990051186
1800.006268425484,8886.562381973186
1776.6359909260395,8854.13221016477
1756.4034627193942,8819.633448258659
1739.214512290766,8783.521110678492
1726.0216033554777,8745.791563021858
1717.0181213396593,8706.842326928929
1712.1757849089117,8667.155220397035
1711.4187221073948,8627.174370128936
1714.6509961331176,8587.316443465228
1721.7755070997607,8547.969049220359
1732.705501630797,8509.511625720581
1747.372098144445,8472.321133133646
1765.7220651405005,8436.79599640645
1787.6952480305608,8403.390431518543
1813.2082590656053,8372.607172522223
1842.1130968827827,8345.006808461114
1874.2000685093235,8321.151875396568
1909.0764562748527,8301.630508203281
1945.4607661927585,8285.040573053993
1954.6139028600119,8253.919266291268
1944.5859993188546,8215.203356299005
1934.4462986328472,8176.510419075072
1924.2522385026969,8137.81554189336
1914.0311953806256,8099.148275457909
1903.7873961481705,8060.49046712462
1893.5216776117363,8021.826806701871
1883.239601663738,7983.167357320714
1872.9413592179012,7944.506249562326
1862.6339297438426,7905.865846145185
1852.3119613783128,7867.224266303747
1841.9767880644579,7828.586382389663
1831.6268484900502,7789.941250829434
1821.2846283961667,7751.301214197837
1810.9524939105138,7712.657583452723
1800.6320022446034,7674.017516164713
1790.3176135101417,7635.363167190052
1780.0142878976408,7596.716979997537
1769.7161869283964,7558.061283252337
1759.4254416864667,7519.408230435582
1749.1421181568876,7480.761911850423
1738.859610413164,7442.1008828307895
1728.5840089550275,7403.450952815292
1718.304867155302,7364.775285124127
1708.035012389044,7326.124204493281
1697.7655947003366,7287.466127412165
1687.4970597285846,7248.804154106422
1677.2313578614212,7210.146813056054
1666.9670608503384,7171.489712794566
1656.7040228060764,7132.833125999067
1646.4384211844515,7094.163340567275
1636.1737942211475,7055.494260443069
1625.9139365118867,7016.840668407009
1615.654006787323,6978.184736862713
1605.3919671936433,6939.51913501442
1595.1294631995934,6900.8503580941015
1584.8693624287498,6862.189464236835
1574.616784140375,6823.533856191324
1564.4877259148489,6784.833872907388
1554.3343321693974,6746.142214383173
1544.1592452881275,6707.471278970321
1533.9517097175888,6668.786798560375
1523.7180170977388,6630.125146804245
1513.4460224197264,6591.462636664357
1503.1301372925518,6552.819138931576
1492.7468799500064,6514.192203129758
1482.2331139286307,6475.5918684304415
1471.5422820833774,6437.03869760636
1461.253377854824,6398.393330812454
1451.0157717024995,6359.732587217179
1440.8412868405594,6321.036766974103
1430.7600690965135,6282.333949470002
1420.771960809594,6243.607359846472
1410.65625,6204.890625
1400.4150498155832,6166.236713991611
1390.0766700378153,6127.600886612781
1379.6773018510721,6088.964427828847
1368.801358166333,6050.473294459471
1358.2915980839425,6011.877557374719
1347.8840287519233,5973.252895722289
1337.5343469037434,5934.616362214183
